0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.259602432250976562e+02
0.000000000000000000e+00 4.610945129394531250e+01
0.000000000000000000e+00 7.965130615234375000e+01
0.000000000000000000e+00 2.425345230102539062e+01
0.000000000000000000e+00 1.973419799804687500e+02
0.000000000000000000e+00 1.463273925781250000e+02
0.000000000000000000e+00 1.399604492187500000e+02
0.000000000000000000e+00 1.415548858642578125e+02
0.000000000000000000e+00 2.928807067871093750e+02
0.000000000000000000e+00 1.995320892333984375e+02
0.000000000000000000e+00 1.754642944335937500e+02
0.000000000000000000e+00 1.189490509033203267e+02
0.000000000000000000e+00 0.000000000000000000e+00
5.555555224418640137e-01 0.000000000000000000e+00
2.222222238779067993e-01 1.139698410034179545e+02
2.222222238779067993e-01 4.569804000854492188e+01
5.555555224418640137e-01 8.768284606933593750e+01
2.222222238779067993e-01 1.540275573730468750e+02
2.222222238779067993e-01 1.436246490478515625e+02
5.555555224418640137e-01 1.449671936035156250e+02
2.222222238779067993e-01 1.336927642822265625e+02
5.555555224418640137e-01 1.349394226074218750e+02
2.222222238779067993e-01 1.545748291015625000e+02
5.555555224418640137e-01 1.554610748291015625e+02
2.222222238779067993e-01 3.338636779785156250e+02
5.555555224418640137e-01 3.371758728027343750e+02
2.222222238779067993e-01 4.260383605957031250e+02
2.222222238779067993e-01 1.499669647216796875e+02
2.222222238779067993e-01 1.352039337158203125e+02
5.555555224418640137e-01 1.152614593505859375e+02
2.222222238779067993e-01 2.961211967468261719e+01
2.222222238779067993e-01 2.871917915344238281e+01
2.222222238779067993e-01 1.888206939697265625e+02
5.555555224418640137e-01 1.901701965332031250e+02
2.222222238779067993e-01 1.242469177246093750e+02
5.555555224418640137e-01 2.095750617980957031e+01
2.222222238779067993e-01 1.483177032470703125e+02
2.222222238779067993e-01 9.067012786865234375e+01
2.222222238779067993e-01 8.615454101562500000e+01
5.555555224418640137e-01 1.242614517211914062e+02
5.555555224418640137e-01 1.260098724365234375e+02
5.555555224418640137e-01 1.005633010864257812e+02
2.222222238779067993e-01 1.101671447753906250e+02
2.222222238779067993e-01 2.248670349121093466e+02
2.222222238779067993e-01 1.743514251708984375e+02
2.222222238779067993e-01 3.307174072265625000e+02
5.555555224418640137e-01 3.340611572265625000e+02
5.555555224418640137e-01 4.060119934082031250e+02
5.555555224418640137e-01 6.296914062500000000e+02
2.222222238779067993e-01 8.449607849121093750e+01
2.222222238779067993e-01 7.497095489501953125e+01
8.888888955116271973e-01 7.594714355468750000e+01
